,ulica,numer,nr_lokalu,powierzchnia_uzyt,liczba_pokoi,piętro,lok_cena_brutto,cena_za_m2,srednia_budynek,srednia_cena_ulica,srednia_cena_dzielnica,near_100,near_300,near_500,dist_centrum,dzielnica,coordinates,rodzaj_rynku,data,rok
5038,JANA KANTEGO FEDEROWICZA,23,21_LOK,55.03,3.0,2.0,787000,14301,14946,14922,14775,13812,15017,15201,6836,Dzielnica VIII Dębniki,"(50.01369843076838, 19.880113018402007)",pierwotny,2025-09-18,2025
5039,ROMANA CIESIELSKIEGO,8A,96_LOK,64.26,3.0,7.0,771112,12000,12331,11933,13985,12331,15695,15020,5327,Dzielnica XIV Czyżyny,"(50.06175825755868, 20.013519298297133)",pierwotny,2025-04-09,2025
5040,JANA KANTEGO FEDEROWICZA,25,31_LOK,33.08,2.0,3.0,563000,17019,14854,14922,14775,15227,15402,15267,6853,Dzielnica VIII Dębniki,"(50.013690546077534, 19.879754941289313)",pierwotny,2025-07-22,2025
5041,BAGROWA,25A,25A_69_LOK,37.52,2.0,5.0,506591,13502,14754,14639,14979,14639,16679,16730,5349,Dzielnica XIII Podgórze,"(50.035374922710716, 20.00126478603559)",pierwotny,2024-04-05,2024
5042,GLINIANA,15,64_LOK,34.89,2.0,5.0,525000,15047,14350,15107,14979,17438,15947,16571,4926,Dzielnica XIII Podgórze,"(50.03536578379552, 19.993999563739266)",wtorny,2024-03-22,2024
5043,PYCHOWICKA,11,16_LOK,37.74,2.0,2.0,656676,17400,15024,15373,14775,16492,16890,15773,3480,Dzielnica VIII Dębniki,"(50.0335692355651, 19.918966376952053)",pierwotny,2025-08-04,2025
5044,GRZEGÓRZECKA,67d,M139_LOK,43.3,1.0,7.0,720000,16628,20861,17583,17770,21238,19652,19299,1771,Dzielnica II Grzegórzki,"(50.05488462030962, 19.961167558138214)",wtorny,2025-06-30,2025
5045,PŁK. PIL. STEFANA ŁASZKIEWICZA,4,M154_LOK,54.43,3.0,12.0,910000,16719,17055,12807,14766,12700,15440,16087,2763,Dzielnica III Prądnik Czerwony,"(50.06860112827843, 19.976332458184594)",wtorny,2025-08-13,2025
5046,ŚLICZNA,30a,137_LOK,45.47,3.0,9.0,720000,15835,15781,16115,14766,15988,16684,15591,2954,Dzielnica III Prądnik Czerwony,"(50.074055082206826, 19.97592464926852)",wtorny,2025-08-08,2025
5047,,68,64_LOK,50.31,2.0,1.0,867500,17243,17151,16098,16968,18960,21746,15089,3215,Dzielnica V Krowodrza,"(50.068360276918916, 19.895224408779026)",wtorny,2025-08-22,2025
5048,KRUPNICZA,10,11_LOK,26.59,2.0,4.0,710000,26702,27925,25336,19904,18359,19466,20523,608,Dzielnica I Stare Miasto,"(50.0632798173971, 19.930788823759883)",wtorny,2025-07-17,2025
5049,JANA KANTEGO FEDEROWICZA,23,22_LOK,55.51,3.0,2.0,788797,14210,14946,14922,14775,13812,15017,15201,6836,Dzielnica VIII Dębniki,"(50.01369843076838, 19.880113018402007)",pierwotny,2025-06-17,2025
5050,LEGIONÓW,13H,1_LOK,75.57,3.0,1.0,1010000,13365,13452,22258,13627,39784,20309,16840,5410,Dzielnica XII Biezanow-Prokocim,"(50.026961964428125, 19.99141623250103)",wtorny,2025-06-18,2025
5051,MASARSKA,13,40_LOK,72.4,3.0,5.0,1560000,21547,20096,20422,17770,18325,18020,18930,1583,Dzielnica II Grzegórzki,"(50.05462347112991, 19.957933992835475)",wtorny,2025-06-18,2025
5052,ODLEWNICZA,38,A_LOK,85.53,3.0,1.0,1070000,12510,11675,11682,16968,11122,11869,14702,3691,Dzielnica V Krowodrza,"(50.070323394239345, 19.889116155105405)",pierwotny,2024-05-16,2024
5053,SOŁTYSOWSKA,10F,57_LOK,43.74,2.0,5.0,700000,16004,16267,15951,13985,16446,15186,15082,5417,Dzielnica XIV Czyżyny,"(50.06338276471057, 20.014748195605712)",wtorny,2024-04-22,2024
5054,DWORSKA,1C,16_LOK,55.85,2.0,5.0,895000,16025,15515,16552,14775,16724,16947,17024,1908,Dzielnica VIII Dębniki,"(50.04591767489782, 19.930061534856137)",wtorny,2024-01-09,2024
5055,PŁK. PIL. STEFANA ŁASZKIEWICZA,8A,40_LOK,65.71,4.0,8.0,683339,10399,11829,12807,14766,16194,15584,17236,2842,Dzielnica III Prądnik Czerwony,"(50.06897949172298, 19.977318903671694)",pierwotny,2024-02-06,2024
5056,SKŁADOWA,16,19_LOK,53.21,3.0,3.0,839000,15768,13773,16327,16968,15001,15321,16316,2040,Dzielnica V Krowodrza,"(50.07961225571195, 19.93070704864147)",pierwotny,2024-02-14,2024
5057,BAGROWA,21,21_24_LOK,48.86,3.0,2.0,571336,11693,13648,14639,14979,15292,16857,16368,5279,Dzielnica XIII Podgórze,"(50.036254534578795, 20.000986243216328)",pierwotny,2024-01-30,2024
5058,PŁK. PIL. STEFANA ŁASZKIEWICZA,8A,55_LOK,65.47,4.0,11.0,720157,11000,11829,12807,14766,16194,15584,17236,2842,Dzielnica III Prądnik Czerwony,"(50.06897949172298, 19.977318903671694)",pierwotny,2024-01-16,2024
5059,ROMANA CIESIELSKIEGO,4B,29_LOK,31.49,1.0,5.0,344819,10950,11067,11933,13985,16933,14845,15042,5117,Dzielnica XIV Czyżyny,"(50.06148562828399, 20.010583249326743)",pierwotny,2024-02-23,2024
5060,KAROLA BUNSCHA,14B,5_LOK,52.08,2.0,1.0,611367,11739,14600,14841,14775,13844,14871,15160,6520,Dzielnica VIII Dębniki,"(50.01549272926464, 19.883727545196912)",pierwotny,2026-01-07,2026
5061,ADAMA BOCHENKA,14B,86_LOK,51.59,2.0,3.0,562298,10899,12522,12959,13370,15005,14910,14235,6294,Dzielnica XI Podgórze Duchackie,"(50.01107743190012, 19.977287619956538)",pierwotny,2025-01-24,2025
5062,ADAMA BOCHENKA,12A,224_LOK,31.34,2.0,12.0,488000,15571,15136,12959,13370,16878,14482,14135,6348,Dzielnica XI Podgórze Duchackie,"(50.01011131597301, 19.97588014394543)",wtorny,2024-02-26,2024
5063,PŁK. PIL. STEFANA ŁASZKIEWICZA,8A,17_LOK,40.1,2.0,4.0,429009,10698,11829,12807,14766,16194,15584,17236,2842,Dzielnica III Prądnik Czerwony,"(50.06897949172298, 19.977318903671694)",pierwotny,2024-01-23,2024
5064,SOŁTYSOWSKA,37E,11_LOK,34.88,2.0,3.0,448743,12865,14017,15951,13985,13767,15229,15144,6095,Dzielnica XIV Czyżyny,"(50.06329533339757, 20.024236306071902)",pierwotny,2024-02-28,2024
5065,WIELICKA,44,139_LOK,42.91,2.0,4.0,515000,12002,14231,15284,14979,14231,16414,15750,3464,Dzielnica XIII Podgórze,"(50.03699642513364, 19.96782468366512)",wtorny,2024-01-11,2024
5066,JANA KANTEGO FEDEROWICZA,21,1005_LOK,42.45,2.0,1.0,690000,16254,14453,14922,14775,15137,15401,15016,6794,Dzielnica VIII Dębniki,"(50.01374794178346, 19.880959056180068)",pierwotny,2025-11-13,2025
5067,MOGILSKA,136,63_LOK,34.55,2.0,9.0,574636,16632,18890,16122,14766,12636,17411,17384,3230,Dzielnica III Prądnik Czerwony,"(50.07095660090782, 19.98206406280509)",pierwotny,2025-12-29,2025
5068,PYCHOWICKA,11,36_LOK,85.24,4.0,3.0,1265000,14840,15024,15373,14775,16492,16890,15773,3480,Dzielnica VIII Dębniki,"(50.0335692355651, 19.918966376952053)",wtorny,2025-12-10,2025
5069,DO WILGI,2A,1016_LOK,53.76,3.0,4.0,882512,16416,17145,17476,14142,17145,15220,14083,4433,Dzielnica IX Łagiewniki-Borek Fałęcki,"(50.02244001783547, 19.932112348922942)",pierwotny,2025-11-04,2025
5070,MASARSKA,9,138_LOK,73.2,3.0,1.0,1670000,22814,18946,20422,17770,19813,18042,18782,1497,Dzielnica II Grzegórzki,"(50.05480355288673, 19.956688642004647)",wtorny,2025-12-02,2025
5071,MYŚLIWSKA,66C,18_LOK,65.61,4.0,3.0,767613,11700,13681,13300,14979,13581,13959,14468,4438,Dzielnica XIII Podgórze,"(50.04668724351941, 19.996306416436592)",pierwotny,2025-10-31,2025
5072,MYŚLIWSKA,66D,119_LOK,80.69,4.0,4.0,935939,11599,13643,13300,14979,14151,13955,14512,4418,Dzielnica XIII Podgórze,"(50.04723661971507, 19.996358984908376)",pierwotny,2025-10-31,2025
5073,ANNY SZWED-ŚNIADOWSKIEJ,45,54_LOK,48.93,1.0,2.0,596000,12181,13383,13647,14775,14032,13258,13490,7915,Dzielnica VIII Dębniki,"(49.99598939262001, 19.897911600129465)",wtorny,2025-11-28,2025
5074,ZDUNÓW,18,51_LOK,41.87,2.0,4.0,585000,13972,14029,13418,14142,13811,13368,12979,4974,Dzielnica IX Łagiewniki-Borek Fałęcki,"(50.019060149095274, 19.919915551130494)",wtorny,2025-03-07,2025
5075,ADAMA BOCHENKA,14B,50_LOK,47.55,3.0,8.0,652963,13732,12522,12959,13370,15005,14910,14235,6294,Dzielnica XI Podgórze Duchackie,"(50.01107743190012, 19.977287619956538)",pierwotny,2025-01-22,2025
5076,WROCŁAWSKA,53L,105_LOK,44.99,2.0,7.0,657761,14620,15866,19264,16968,19905,18739,16965,2415,Dzielnica V Krowodrza,"(50.0812105519073, 19.923116180366133)",wtorny,2025-02-12,2025
5077,MOGILSKA,123,47_LOK,34.82,2.0,5.0,635000,18237,17186,16122,14766,19916,17914,17730,3197,Dzielnica III Prądnik Czerwony,"(50.06991373403889, 19.9820718917732)",wtorny,2025-01-23,2025
5078,CIESZYŃSKA,9,31_LOK,53.04,3.0,5.0,1051659,19828,19473,18975,16968,16927,16170,16305,1532,Dzielnica V Krowodrza,"(50.0749150222613, 19.931325235773933)",pierwotny,2024-12-18,2024
5079,LUBOSTROŃ,22a,14_LOK,52.5,3.0,2.0,715000,13619,12487,14310,14775,14511,14840,14516,6073,Dzielnica VIII Dębniki,"(50.01616594469412, 19.893079470760412)",wtorny,2025-01-16,2025
5080,OSIEDLE CENTRUM B,4,1000_LOK,73.24,4.0,,873000,11920,13121,13021,12842,13118,12902,12781,7295,Dzielnica XVIII Nowa Huta,"(50.07453294324332, 20.03917738769926)",wtorny,2025-01-07,2025
5081,PROFESORA MICHAŁA BOBRZYŃSKIEGO,23,M29_LOK,31.6,1.0,1.0,528000,16709,14603,14328,14775,13300,13152,13411,5247,Dzielnica VIII Dębniki,"(50.02153207391377, 19.9015265046089)",wtorny,2025-12-29,2025
5082,MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,19,53_LOK,100.03,3.0,5.0,1800000,17995,21646,21602,19904,21646,20974,19771,736,Dzielnica I Stare Miasto,"(50.06039304895474, 19.92912538362544)",wtorny,2025-05-15,2025
5083,SASKA,9B,4_LOK,30.23,2.0,2.0,425569,14078,13299,12402,14979,13299,14503,15035,3649,Dzielnica XIII Podgórze,"(50.04563457757141, 19.983217866321496)",pierwotny,2025-04-17,2025
5084,ESTERY,3,1008_LOK,53.2,3.0,4.0,1570000,29511,20867,20385,19904,16555,18081,18837,1151,Dzielnica I Stare Miasto,"(50.05236512199816, 19.944712441965)",wtorny,2025-04-11,2025
5085,PRANDOTY,10C,21_LOK,35.48,2.0,3.0,551785,15552,16627,18332,19904,21298,15620,15001,2048,Dzielnica I Stare Miasto,"(50.07881011553091, 19.951032668404643)",pierwotny,2025-03-06,2025
5086,DŁUGA,31,2_LOK,120.85,4.0,2.0,1919175,15881,14765,20861,19904,17673,17908,18082,847,Dzielnica I Stare Miasto,"(50.06964574446518, 19.937824184637837)",wtorny,2025-04-09,2025
5087,MOGILSKA,130,137_LOK,38.65,2.0,2.0,500904,12960,15590,16122,14766,23591,16695,17114,3162,Dzielnica III Prądnik Czerwony,"(50.07086780916086, 19.981098534793084)",pierwotny,2025-03-03,2025
5088,POZNAŃSKA,10,109_LOK,41.09,2.0,6.0,670000,16306,16276,17655,16968,16287,18101,16519,2245,Dzielnica V Krowodrza,"(50.08046100019244, 19.926114641788296)",wtorny,2025-01-10,2025
5089,MIERZEJA WIŚLANA,6B,46_LOK,28.82,1.0,5.0,482771,16751,15764,15954,14979,14065,16072,16674,5413,Dzielnica XIII Podgórze,"(50.0352010612048, 20.002155697322863)",pierwotny,2024-11-28,2024
5090,CZERWONE MAKI,55,26_LOK,29.58,2.0,2.0,390000,13185,15562,13994,14775,16033,15322,14600,6348,Dzielnica VIII Dębniki,"(50.01545208076876, 19.88785167491248)",wtorny,2024-01-12,2024
5091,BUŁGARSKA,38,29_LOK,31.99,2.0,3.0,340000,10628,10628,13183,14775,14389,13699,13718,4614,Dzielnica VIII Dębniki,"(50.02278513734092, 19.91826248285172)",wtorny,2024-01-12,2024
5092,PYCHOWICKA,11,66_LOK,44.58,2.0,6.0,495823,11122,15024,15373,14775,16492,16890,15773,3480,Dzielnica VIII Dębniki,"(50.0335692355651, 19.918966376952053)",pierwotny,2025-11-06,2025
5093,WIDOK,12,33_LOK,44.8,3.0,1.0,618000,13795,15120,13916,17770,15759,14449,15063,2965,Dzielnica II Grzegórzki,"(50.05881894002101, 19.980198644885203)",wtorny,2026-01-28,2026
5094,OSIEDLE SZKOLNE,3,33_LOK,30.23,1.0,5.0,405000,13397,13212,12972,12842,12387,13111,13016,7889,Dzielnica XVIII Nowa Huta,"(50.07626931350831, 20.047108140872876)",wtorny,2025-12-29,2025
5095,TUCHOWSKA,4,14_LOK,80.38,3.0,5.0,1140000,14183,13848,13228,13370,14341,14392,13426,5900,Dzielnica XI Podgórze Duchackie,"(50.0121648662807, 19.96716547228784)",wtorny,2025-12-23,2025
5096,MOGILSKA,130,47_LOK,35.77,2.0,5.0,561589,15700,15590,16122,14766,23591,16695,17114,3162,Dzielnica III Prądnik Czerwony,"(50.07086780916086, 19.981098534793084)",pierwotny,2025-04-30,2025
5097,SASKA,9B,17_LOK,25.97,2.0,4.0,363580,14000,13299,12402,14979,13299,14503,15035,3649,Dzielnica XIII Podgórze,"(50.04563457757141, 19.983217866321496)",pierwotny,2025-04-15,2025
5098,GALICYJSKA,3D,89_LOK,24.26,1.0,1.0,460000,18961,15232,15411,13985,15512,15930,14207,4921,Dzielnica XIV Czyżyny,"(50.061344978041575, 20.007836696707017)",wtorny,2025-04-28,2025
5099,MIERZEJA WIŚLANA,6B,60_LOK,52.56,3.0,2.0,787681,14986,15764,15954,14979,14065,16072,16674,5413,Dzielnica XIII Podgórze,"(50.0352010612048, 20.002155697322863)",pierwotny,2025-01-07,2025
5100,TURNIEJOWA,73D,1001_LOK,51.86,3.0,3.0,700000,13498,14481,13465,13370,13478,13152,13450,6118,Dzielnica XI Podgórze Duchackie,"(50.008848551319275, 19.960871256732904)",wtorny,2025-01-17,2025
5101,RAKOWICKA,20L,281_LOK,49.46,2.0,5.0,790042,15973,17147,18228,19904,22818,21451,20438,1236,Dzielnica I Stare Miasto,"(50.07044347758845, 19.950451407350506)",pierwotny,2024-10-23,2024
5102,RAKOWICKA,20L,274_LOK,44.87,2.0,4.0,707532,15768,17147,18228,19904,22818,21451,20438,1236,Dzielnica I Stare Miasto,"(50.07044347758845, 19.950451407350506)",pierwotny,2024-10-23,2024
5103,RAKOWICKA,20L,315_LOK,55.24,2.0,9.0,951961,17233,17147,18228,19904,22818,21451,20438,1236,Dzielnica I Stare Miasto,"(50.07044347758845, 19.950451407350506)",pierwotny,2024-10-23,2024
5104,RAKOWICKA,20L,314_LOK,50.66,2.0,9.0,876119,17294,17147,18228,19904,22818,21451,20438,1236,Dzielnica I Stare Miasto,"(50.07044347758845, 19.950451407350506)",pierwotny,2024-10-23,2024
5105,DŁUGA,82,34_LOK,28.59,1.0,7.0,571485,19989,18820,20861,19904,13603,16375,16539,1228,Dzielnica I Stare Miasto,"(50.07277402489568, 19.934858887788465)",wtorny,2025-12-19,2025
5106,MYŚLIWSKA,66C,41_LOK,42.8,3.0,5.0,629155,14700,13681,13300,14979,13581,13959,14468,4438,Dzielnica XIII Podgórze,"(50.04668724351941, 19.996306416436592)",pierwotny,2025-11-05,2025
5107,MYŚLIWSKA,61,51_LOK,49.27,2.0,1.0,720000,14613,14835,13300,14979,15218,14908,14758,4728,Dzielnica XIII Podgórze,"(50.04366459925837, 19.99864018130328)",wtorny,2025-12-01,2025
5108,MAZOWIECKA,11,8_LOK,27.27,1.0,4.0,415000,15218,18581,18789,16968,16878,16437,16630,1403,Dzielnica V Krowodrza,"(50.073370854628386, 19.93036075027713)",wtorny,2025-11-12,2025
5109,BPA ALBINA MAŁYSIAKA,24D,12_LOK,85.15,4.0,2.0,1220000,14328,14611,14704,14775,14434,14510,13596,7862,Dzielnica VIII Dębniki,"(49.99774886692788, 19.893414586795338)",wtorny,2025-04-16,2025
5110,ROMANA CIESIELSKIEGO,8A,75_LOK,41.32,2.0,7.0,446211,10799,12331,11933,13985,12331,15695,15020,5327,Dzielnica XIV Czyżyny,"(50.06175825755868, 20.013519298297133)",pierwotny,2025-03-21,2025
5111,LIBROWSZCZYZNA,3,32_LOK,47.3,1.0,5.0,1347699,28493,27171,23537,19904,19809,18996,18967,608,Dzielnica I Stare Miasto,"(50.05882734683432, 19.945931273766412)",pierwotny,2025-03-03,2025
5112,ROMANA CIESIELSKIEGO,8A,32_LOK,51.56,3.0,7.0,639317,12399,12331,11933,13985,12331,15695,15020,5327,Dzielnica XIV Czyżyny,"(50.06175825755868, 20.013519298297133)",pierwotny,2025-03-11,2025
5113,,6,228_LOK,48.55,3.0,3.0,740000,15242,15376,16098,13985,15019,15950,16048,4922,Dzielnica XIV Czyżyny,"(50.08077538819949, 20.001436034039976)",wtorny,2025-03-24,2025
5114,OBOZOWA,30A,41_LOK,49.75,3.0,4.0,790000,15879,16239,13357,14142,14069,13525,13733,5952,Dzielnica IX Łagiewniki-Borek Fałęcki,"(50.01271786996132, 19.90680930856585)",wtorny,2025-03-03,2025
5115,MADALIŃSKIEGO,11A,100_LOK,48.15,1.0,5.0,1250000,25961,28513,20570,14775,18421,18848,18443,1359,Dzielnica VIII Dębniki,"(50.05251964346607, 19.927228678537222)",wtorny,2025-02-13,2025
5116,OSIEDLE UROCZE,1,76_LOK,65.69,4.0,6.0,810000,12331,12501,12925,12842,11807,12884,12993,7252,Dzielnica XVIII Nowa Huta,"(50.077072626913655, 20.03771868624067)",wtorny,2025-01-29,2025
5117,MYŚLIWSKA,66E,23_LOK,46.58,3.0,5.0,608784,13070,12627,13300,14979,13800,13887,14431,4412,Dzielnica XIII Podgórze,"(50.04779731672411, 19.9966000162485)",pierwotny,2025-01-27,2025
5118,CIESZYŃSKA,9B,30_LOK,37.03,2.0,4.0,681352,18400,19669,18975,16968,17007,16078,16357,1487,Dzielnica V Krowodrza,"(50.07458603757796, 19.931745880733292)",pierwotny,2025-01-14,2025
5119,MYŚLIWSKA,66E,125_LOK,44.29,3.0,6.0,661809,14943,12627,13300,14979,13800,13887,14431,4412,Dzielnica XIII Podgórze,"(50.04779731672411, 19.9966000162485)",pierwotny,2025-01-23,2025
5120,LEONIDA TELIGI,23,89_LOK,32.1,2.0,8.0,375000,11682,12330,13483,13627,12330,12845,13538,7054,Dzielnica XII Biezanow-Prokocim,"(50.0170141979272, 20.00845987712365)",wtorny,2024-12-30,2024
5121,RAKOWICKA,20L,402_LOK,42.4,2.0,1.0,643779,15183,17147,18228,19904,22818,21451,20438,1236,Dzielnica I Stare Miasto,"(50.07044347758845, 19.950451407350506)",pierwotny,2024-10-24,2024
5122,MIERZEJA WIŚLANA,6B,43_LOK,40.2,2.0,4.0,649575,16159,15764,15954,14979,14065,16072,16674,5413,Dzielnica XIII Podgórze,"(50.0352010612048, 20.002155697322863)",pierwotny,2024-11-26,2024
5123,BAGROWA,25A,25A_19_LOK,37.32,2.0,2.0,509237,13645,14754,14639,14979,14639,16679,16730,5349,Dzielnica XIII Podgórze,"(50.035374922710716, 20.00126478603559)",pierwotny,2024-01-18,2024
5124,BAGROWA,21,21_34_LOK,48.7,3.0,3.0,579597,11901,13648,14639,14979,15292,16857,16368,5279,Dzielnica XIII Podgórze,"(50.036254534578795, 20.000986243216328)",pierwotny,2024-01-16,2024
5125,GRZEGÓRZECKA,79,15_LOK,43.46,2.0,2.0,851809,19600,16322,17583,17770,16813,17489,18125,2173,Dzielnica II Grzegórzki,"(50.057843544179114, 19.968730672727208)",pierwotny,2024-09-23,2024
5126,TOPOLOWA,10,11_LOK,36.23,2.0,3.0,649000,17913,17866,15945,17770,19636,18572,19214,1048,Dzielnica II Grzegórzki,"(50.06727338848249, 19.951294724031637)",wtorny,2024-09-02,2024
5127,CENTRALNA,51,62_LOK,61.48,3.0,5.0,680984,11077,11065,11351,13985,10591,14574,15533,5133,Dzielnica XIV Czyżyny,"(50.06406062645832, 20.010747028932222)",pierwotny,2024-09-12,2024
5128,RAKOWICKA,20L,432_LOK,45.03,2.0,5.0,723780,16073,17147,18228,19904,22818,21451,20438,1236,Dzielnica I Stare Miasto,"(50.07044347758845, 19.950451407350506)",pierwotny,2024-10-24,2024
5129,RAKOWICKA,20L,415_LOK,48.44,2.0,3.0,753277,15551,17147,18228,19904,22818,21451,20438,1236,Dzielnica I Stare Miasto,"(50.07044347758845, 19.950451407350506)",pierwotny,2024-10-24,2024
5130,CZERWONE MAKI,49A,19_LOK,50.53,2.0,2.0,685000,13556,15341,13994,14775,15191,15333,14417,6415,Dzielnica VIII Dębniki,"(50.01498546172153, 19.887271738147465)",wtorny,2024-01-09,2024
5131,SASKA,12D,12D_117_LOK,41.57,2.0,1.0,510000,12268,11557,12402,14979,18103,16938,17845,4116,Dzielnica XIII Podgórze,"(50.038812828398264, 19.98382643856521)",pierwotny,2024-01-03,2024
5132,MIERZEJA WIŚLANA,6B,42_LOK,28.84,1.0,4.0,499172,17308,15764,15954,14979,14065,16072,16674,5413,Dzielnica XIII Podgórze,"(50.0352010612048, 20.002155697322863)",pierwotny,2024-11-26,2024
5133,BORKOWSKA,29C,34_LOK,38.05,2.0,4.0,520000,13666,14571,13656,12922,14178,13355,12903,7148,Dzielnica X Swoszowice,"(50.00200549217629, 19.903401939498888)",wtorny,2024-10-10,2024
5134,PRZEWÓZ,6,34_LOK,32.48,1.0,4.0,450000,13855,12177,15072,14979,15625,15603,15172,3959,Dzielnica XIII Podgórze,"(50.0443246538113, 19.987044962449417)",wtorny,2024-08-21,2024
5135,TOPOLOWA,19,10_LOK,55.92,3.0,4.0,710000,12697,12873,15945,17770,19816,18471,19019,1151,Dzielnica II Grzegórzki,"(50.06663030583467, 19.95352108223524)",wtorny,2024-07-11,2024
5136,LASÓWKA,30B,30B_66_LOK,35.66,2.0,3.0,381562,10700,10979,11402,14979,10700,13351,14165,4321,Dzielnica XIII Podgórze,"(50.0489373703538, 19.995909095103205)",pierwotny,2024-06-28,2024
5137,ŁOBZOWSKA,25,12_LOK,40.33,3.0,,530000,13142,13753,18653,19904,16994,17709,17438,791,Dzielnica I Stare Miasto,"(50.06828847342795, 19.93371525166299)",wtorny,2024-05-20,2024
5138,MYŚLIWSKA,66C,79_LOK,30.52,2.0,3.0,506587,16599,13681,13300,14979,13581,13959,14468,4438,Dzielnica XIII Podgórze,"(50.04668724351941, 19.996306416436592)",pierwotny,2025-10-21,2025
5139,RAKOWICKA,20C,33_LOK,36.48,2.0,5.0,850000,23300,24681,18228,19904,20312,20851,19531,1270,Dzielnica I Stare Miasto,"(50.07010798420161, 19.95168667041176)",wtorny,2025-11-12,2025
5140,WALEREGO SŁAWKA,23,16_LOK,38.81,2.0,6.0,510000,13141,13240,13970,13370,14882,14947,14691,4680,Dzielnica XI Podgórze Duchackie,"(50.02252001276217, 19.96149539764299)",wtorny,2025-10-22,2025
5141,KUJAWSKA,10,1_LOK,16.64,1.0,1.0,342000,20553,19862,16517,16968,15103,16879,16550,1683,Dzielnica V Krowodrza,"(50.07288296793759, 19.922617052335234)",wtorny,2025-10-03,2025
5142,KORDIANA,50,4_LOK,61.67,3.0,2.0,848000,13751,13624,14170,13370,14330,13680,13772,6044,Dzielnica XI Podgórze Duchackie,"(50.010207639057924, 19.964447312905765)",wtorny,2024-05-15,2024
5143,TADEUSZA KOŚCIUSZKI,22,41_LOK,26.49,1.0,4.0,670000,25293,22323,22461,18963,33929,19303,18315,1345,Dzielnica VII Zwierzyniec,"(50.05394147952174, 19.92515650595367)",pierwotny,2024-06-21,2024
5144,PROCHOWA,6A,2_LOK,38.26,2.0,1.0,745000,19472,19162,20665,17770,19151,17978,17766,1251,Dzielnica II Grzegórzki,"(50.05685311577386, 19.954574828522585)",pierwotny,2024-05-08,2024
5145,FILARECKA,6,13_LOK,15.0,1.0,,360000,24000,22764,19697,18963,16226,17313,18541,1521,Dzielnica VII Zwierzyniec,"(50.055805364519564, 19.92018658893525)",wtorny,2024-03-06,2024
5146,GRZEGÓRZECKA,79C,37_LOK,40.63,2.0,5.0,702876,17299,15830,17583,17770,18145,17581,18375,2103,Dzielnica II Grzegórzki,"(50.05752964970864, 19.967604503310547)",pierwotny,2024-04-09,2024
5147,MASARSKA,6,35_LOK,80.91,4.0,4.0,1748751,21614,20710,20422,17770,19394,17919,18493,1347,Dzielnica II Grzegórzki,"(50.05571702227088, 19.955115420806205)",pierwotny,2024-03-08,2024
5148,CHMIELENIEC,16,51_LOK,43.94,2.0,9.0,650000,14793,13605,13234,14775,12277,14229,14027,5806,Dzielnica VIII Dębniki,"(50.017440365346054, 19.896936292137603)",wtorny,2025-09-04,2025
5149,Al. POKOJU,81D,3_LOK,64.31,3.0,1.0,1244800,19356,19291,16222,13985,17236,13709,14787,5000,Dzielnica XIV Czyżyny,"(50.06644016529621, 20.008623459640624)",wtorny,2025-09-18,2025
5150,SERENO FENN'A,7A,11_LOK,24.47,2.0,6.0,530000,21659,19332,19351,19904,23091,19642,18319,557,Dzielnica I Stare Miasto,"(50.06667619919444, 19.93601470830804)",wtorny,2025-09-17,2025
5151,Al. KIJOWSKA,7,91_LOK,67.68,4.0,4.0,1252000,18499,19440,18490,16968,18596,15045,15150,2058,Dzielnica V Krowodrza,"(50.0706800354295, 19.913615200842234)",pierwotny,2025-07-30,2025
5152,MASARSKA,6,88_LOK,55.9,3.0,1.0,1076385,19256,20710,20422,17770,19394,17919,18493,1347,Dzielnica II Grzegórzki,"(50.05571702227088, 19.955115420806205)",pierwotny,2024-02-29,2024
5153,STANISŁAWA KONARSKIEGO,44,1A_LOK,41.35,1.0,1.0,659500,15949,19073,17607,16968,15863,16164,16467,1593,Dzielnica V Krowodrza,"(50.070478597388174, 19.92105075619639)",wtorny,2024-01-22,2024
5154,ŚW. WAWRZYŃCA,30,9_LOK,38.0,2.0,3.0,620000,16316,16158,35725,19904,18562,18505,18676,1500,Dzielnica I Stare Miasto,"(50.050767189324645, 19.950536623580863)",wtorny,2024-05-13,2024
