,ulica,numer,nr_lokalu,powierzchnia_uzyt,liczba_pokoi,piętro,lok_cena_brutto,cena_za_m2,srednia_budynek,srednia_cena_ulica,srednia_cena_dzielnica,near_100,near_300,near_500,dist_centrum,dzielnica,coordinates,rodzaj_rynku,data,rok
4917,WALEREGO SŁAWKA,9,102_LOK,30.69,1.0,4.0,580000,18899,13261,13970,13370,17813,15469,14910,4385,Dzielnica XI Podgórze Duchackie,"(50.02525143306294, 19.961083785146403)",wtorny,2025-07-15,2025
4918,NAD POTOKIEM,8,19_LOK,30.2,3.0,4.0,430000,14238,14034,13831,13627,14034,14277,14119,6037,Dzielnica XII Biezanow-Prokocim,"(50.02221103359141, 19.99637060572889)",wtorny,2025-07-04,2025
4919,RYDLÓWKA,35,67_LOK,32.19,2.0,1.0,536532,16668,17212,16984,14979,17997,16156,16710,2860,Dzielnica XIII Podgórze,"(50.036649604955244, 19.93285692992186)",pierwotny,2025-05-15,2025
4920,ADAMA BOCHENKA,14B,65_LOK,70.59,3.0,9.0,935812,13257,12522,12959,13370,15005,14910,14235,6294,Dzielnica XI Podgórze Duchackie,"(50.01107743190012, 19.977287619956538)",pierwotny,2025-01-21,2025
4921,GRZEGÓRZECKA,69E,165_LOK,26.65,1.0,5.0,453050,17000,17456,17583,17770,23733,21419,18755,1971,Dzielnica II Grzegórzki,"(50.05537243881104, 19.964580135646525)",pierwotny,2025-02-25,2025
4922,MYŚLIWSKA,66E,116_LOK,44.24,3.0,5.0,623757,14099,12627,13300,14979,13800,13887,14431,4412,Dzielnica XIII Podgórze,"(50.04779731672411, 19.9966000162485)",pierwotny,2025-02-03,2025
4923,PIJARSKA,3,4_LOK,102.75,4.0,2.0,1191900,11600,11475,15689,19904,22000,22495,19909,371,Dzielnica I Stare Miasto,"(50.06522014204781, 19.93737476910329)",wtorny,2024-11-13,2024
4924,OSIEDLE SZKLANE DOMY,1,102_LOK,51.6,3.0,7.0,699000,13547,13312,14638,12842,13312,13035,13019,7539,Dzielnica XVIII Nowa Huta,"(50.07502368747628, 20.042509171230765)",wtorny,2024-04-12,2024
4925,ESTERY,3,1006_LOK,32.1,1.0,4.0,586800,18280,20867,20385,19904,16555,18081,18837,1151,Dzielnica I Stare Miasto,"(50.05236512199816, 19.944712441965)",pierwotny,2024-04-24,2024
4926,TADEUSZA KOŚCIUSZKI,22,24_LOK,65.99,3.0,3.0,1615000,24473,22323,22461,18963,33929,19303,18315,1345,Dzielnica VII Zwierzyniec,"(50.05394147952174, 19.92515650595367)",pierwotny,2024-05-09,2024
4927,KROWODERSKA,40B,40_LOK,34.87,1.0,5.0,696277,19968,20000,17730,19904,19940,16530,17241,950,Dzielnica I Stare Miasto,"(50.06999046087585, 19.934114907829503)",pierwotny,2024-03-28,2024
4928,KROWODERSKA,40B,33_LOK,35.44,1.0,5.0,764265,21565,20000,17730,19904,19940,16530,17241,950,Dzielnica I Stare Miasto,"(50.06999046087585, 19.934114907829503)",pierwotny,2024-03-28,2024
4929,GRZEGÓRZECKA,79C,55_LOK,90.79,4.0,4.0,1270966,13999,15830,17583,17770,18145,17581,18375,2103,Dzielnica II Grzegórzki,"(50.05752964970864, 19.967604503310547)",pierwotny,2024-03-29,2024
4930,KROWODERSKA,55,32_LOK,30.74,2.0,4.0,399000,12980,12695,17730,19904,17007,16878,17166,976,Dzielnica I Stare Miasto,"(50.07053932874276, 19.935486771107893)",wtorny,2024-04-16,2024
4931,MIECZYKOWA,2,33_LOK,55.03,3.0,3.0,678000,12321,12682,12730,12922,12334,12269,13167,7491,Dzielnica X Swoszowice,"(49.999186728398236, 19.901450421921506)",wtorny,2024-04-12,2024
4932,ROMANA CIESIELSKIEGO,6A,144_LOK,44.32,2.0,4.0,456494,10300,11263,11933,13985,15400,15580,15012,5222,Dzielnica XIV Czyżyny,"(50.061529517065594, 20.012056512619566)",pierwotny,2024-03-29,2024
4933,MICHAŁA ŻAKA,17,44_LOK,44.92,3.0,1.0,450000,10018,12626,12934,13370,13375,13227,13462,5569,Dzielnica XI Podgórze Duchackie,"(50.012325425328896, 19.94830369352196)",wtorny,2024-03-08,2024
4934,RAKOWICKA,20C,100_LOK,56.69,3.0,4.0,1100000,19404,24681,18228,19904,20312,20851,19531,1270,Dzielnica I Stare Miasto,"(50.07010798420161, 19.95168667041176)",wtorny,2024-01-22,2024
4935,ROMANA CIESIELSKIEGO,4A,4A_208_LOK,44.11,2.0,6.0,660000,14963,16123,11933,13985,13019,14199,15195,5112,Dzielnica XIV Czyżyny,"(50.06226308565436, 20.010514608629546)",wtorny,2024-02-06,2024
4936,MIERZEJA WIŚLANA,6B,16_LOK,68.25,4.0,4.0,973602,14265,15764,15954,14979,14065,16072,16674,5413,Dzielnica XIII Podgórze,"(50.0352010612048, 20.002155697322863)",wtorny,2024-11-26,2024
4937,CENTRALNA,51,20_LOK,43.98,2.0,4.0,480086,10916,11065,11351,13985,10591,14574,15533,5133,Dzielnica XIV Czyżyny,"(50.06406062645832, 20.010747028932222)",pierwotny,2024-11-14,2024
4938,CENTRALNA,51,9_LOK,35.17,2.0,2.0,366331,10416,11065,11351,13985,10591,14574,15533,5133,Dzielnica XIV Czyżyny,"(50.06406062645832, 20.010747028932222)",pierwotny,2024-10-23,2024
4939,OBOŹNA,13a,16_LOK,33.31,2.0,4.0,497870,14947,15181,14805,16968,14704,15713,16801,1964,Dzielnica V Krowodrza,"(50.07823404188633, 19.928011105190706)",pierwotny,2024-04-08,2024
4940,GRZEGÓRZECKA,79,63_LOK,62.71,3.0,3.0,1028431,16400,16322,17583,17770,16813,17489,18125,2173,Dzielnica II Grzegórzki,"(50.057843544179114, 19.968730672727208)",pierwotny,2024-09-27,2024
4941,JULIUSZA LEA,16A,40_LOK,20.37,1.0,4.0,425000,20864,20155,16256,16968,15904,15555,16240,1681,Dzielnica V Krowodrza,"(50.07013946603003, 19.919214097202243)",wtorny,2025-02-21,2025
4942,CIESZYŃSKA,9B,58_LOK,57.73,3.0,6.0,1163005,20146,19669,18975,16968,17007,16078,16357,1487,Dzielnica V Krowodrza,"(50.07458603757796, 19.931745880733292)",pierwotny,2025-01-20,2025
4943,KROKUSOWA,3,38_LOK,35.79,2.0,2.0,515000,14389,14518,13371,14775,13495,13270,13506,4539,Dzielnica VIII Dębniki,"(50.023412355682176, 19.91865634484342)",wtorny,2024-03-27,2024
4944,PŁK. PIL. STEFANA ŁASZKIEWICZA,8B,88_LOK,40.54,2.0,7.0,510775,12599,12849,12807,14766,18126,16300,17036,2948,Dzielnica III Prądnik Czerwony,"(50.06905351082845, 19.97882971056937)",pierwotny,2024-01-26,2024
4945,GRZEGÓRZECKA,69D,192_LOK,93.63,4.0,6.0,3450000,36847,26554,17583,17770,21488,21540,19071,1924,Dzielnica II Grzegórzki,"(50.054988393039935, 19.96360783782258)",wtorny,2024-03-20,2024
4946,GRZEGÓRZECKA,69E,83_LOK,90.65,3.0,6.0,1635774,18045,17456,17583,17770,23733,21419,18755,1971,Dzielnica II Grzegórzki,"(50.05537243881104, 19.964580135646525)",pierwotny,2024-10-02,2024
4947,OSIEDLE SPORTOWE,22,20_LOK,32.15,2.0,1.0,400000,12442,12575,12453,12842,10292,13047,13219,7944,Dzielnica XVIII Nowa Huta,"(50.0803370998079, 20.0464333429507)",wtorny,2024-08-06,2024
4948,GRZEGÓRZECKA,69E,144_LOK,91.5,4.0,3.0,1647000,18000,17456,17583,17770,23733,21419,18755,1971,Dzielnica II Grzegórzki,"(50.05537243881104, 19.964580135646525)",pierwotny,2024-06-25,2024
4949,RETORYKA,26,16_LOK,105.58,5.0,6.0,1470000,13923,15917,16328,19904,19068,18579,19454,919,Dzielnica I Stare Miasto,"(50.05691848673624, 19.929036997616628)",wtorny,2024-07-24,2024
4950,PANA TADEUSZA,10,46_LOK,44.85,2.0,6.0,713115,15900,17595,16287,14979,17595,17595,16590,2950,Dzielnica XIII Podgórze,"(50.04799455333806, 19.974024858411244)",pierwotny,2024-06-28,2024
4951,BIAŁORUSKA,69,22_LOK,59.93,3.0,3.0,812052,13550,12268,12387,13370,12268,15232,14583,4931,Dzielnica XI Podgórze Duchackie,"(50.02030351266272, 19.962306096168856)",pierwotny,2024-06-06,2024
4952,MYŚLIWSKA,66D,56_LOK,38.77,2.0,1.0,542740,13999,13643,13300,14979,14151,13955,14512,4418,Dzielnica XIII Podgórze,"(50.04723661971507, 19.996358984908376)",pierwotny,2025-10-27,2025
4953,CZERWONE MAKI,45A,65_LOK,50.94,2.0,7.0,880000,17275,15449,13994,14775,15382,15421,14511,6471,Dzielnica VIII Dębniki,"(50.014439543394836, 19.88709793898236)",wtorny,2025-10-29,2025
4954,PODŁĘSKA,11C,6_LOK,54.89,3.0,3.0,639000,11641,12303,12898,13627,14665,14287,14501,8010,Dzielnica XII Biezanow-Prokocim,"(50.00911801036284, 20.01496964845307)",wtorny,2025-10-23,2025
4955,SERENO FENN'A,7a,2_LOK,34.97,2.0,4.0,600000,17158,18073,19351,19904,23091,19642,18319,557,Dzielnica I Stare Miasto,"(50.06667619919444, 19.93601470830804)",wtorny,2025-09-15,2025
4956,BAGROWA,21A,21A_67_LOK,76.08,4.0,5.0,906460,11915,13402,14639,14979,15292,16857,16368,5279,Dzielnica XIII Podgórze,"(50.036254534578795, 20.000986243216328)",pierwotny,2024-02-06,2024
4957,PIOTRA BOROWEGO,37A,19_LOK,44.87,2.0,4.0,700172,15604,17389,18692,18963,19132,19007,19146,3543,Dzielnica VII Zwierzyniec,"(50.06533766498811, 19.88982371254375)",pierwotny,2024-01-18,2024
4958,DŁUGA,82,1003_LOK,25.6,1.0,6.0,351600,13734,18820,20861,19904,13603,16375,16539,1228,Dzielnica I Stare Miasto,"(50.07277402489568, 19.934858887788465)",wtorny,2025-09-10,2025
4959,Al. IGNACEGO DASZYŃSKIEGO,12,32_LOK,122.32,3.0,6.0,2300000,18803,18459,18045,17770,19355,18446,18149,1016,Dzielnica II Grzegórzki,"(50.058185324809074, 19.951939653568157)",wtorny,2025-09-09,2025
4960,JANA KANTEGO FEDEROWICZA,23,17_LOK,39.51,2.0,2.0,615000,15566,14946,14922,14775,13812,15017,15201,6836,Dzielnica VIII Dębniki,"(50.01369843076838, 19.880113018402007)",pierwotny,2025-06-03,2025
4961,ARMII KRAJOWEJ,12,50_LOK,49.36,2.0,9.0,800000,16207,15804,15406,14996,13519,14326,15336,2952,Dzielnica VI Bronowice,"(50.071302306103256, 19.900393177367775)",wtorny,2025-04-24,2025
4962,JÓZEFIŃSKA,22,22_2_LOK,42.1,3.0,1.0,650000,15439,17190,16185,14979,19337,17537,17875,2055,Dzielnica XIII Podgórze,"(50.045630271714, 19.952208430152986)",wtorny,2025-06-10,2025
4963,KAROLA BUNSCHA,14A,19_LOK,52.24,2.0,2.0,756500,14481,14636,14841,14775,15639,15457,15329,6469,Dzielnica VIII Dębniki,"(50.01561530721776, 19.88465463297444)",wtorny,2025-06-11,2025
4964,DĄBSKA,18N,27_LOK,68.2,4.0,2.0,1228000,18006,17927,18757,17770,18203,18662,17899,3326,Dzielnica II Grzegórzki,"(50.06907605215187, 19.984269269752946)",wtorny,2025-06-02,2025
4965,OSIEDLE AVIA,2,2_38_LOK,62.11,4.0,7.0,979000,15762,15865,15896,13985,16269,15386,15700,5174,Dzielnica XIV Czyżyny,"(50.08057534029095, 20.005442373831908)",wtorny,2025-05-14,2025
4966,BAGROWA,21,21_63_LOK,37.1,2.0,5.0,477074,12859,13648,14639,14979,15292,16857,16368,5279,Dzielnica XIII Podgórze,"(50.036254534578795, 20.000986243216328)",pierwotny,2024-05-07,2024
4967,TADEUSZA KOŚCIUSZKI,22,44_LOK,30.17,1.0,5.0,470000,15578,22323,22461,18963,33929,19303,18315,1345,Dzielnica VII Zwierzyniec,"(50.05394147952174, 19.92515650595367)",pierwotny,2024-05-29,2024
4968,ZWIERZYNIECKA,14,9_LOK,63.76,4.0,4.0,1165000,18272,18816,23564,19904,17677,19778,19903,728,Dzielnica I Stare Miasto,"(50.0577409365634, 19.931451149736997)",wtorny,2024-05-17,2024
4969,TOPOLOWA,19,7_LOK,29.5,1.0,3.0,295000,10000,12873,15945,17770,19816,18471,19019,1151,Dzielnica II Grzegórzki,"(50.06663030583467, 19.95352108223524)",wtorny,2024-04-26,2024
4970,ZWIERZYNIECKA,24,32_LOK,58.99,3.0,2.0,1310000,22207,25037,23564,19904,16244,18245,18822,837,Dzielnica I Stare Miasto,"(50.05691528440942, 19.930543167647073)",wtorny,2024-04-05,2024
4971,JÓZEFA DIETLA,25,M9_LOK,127.13,5.0,4.0,1475000,11602,14369,17489,19904,18576,18553,19606,1294,Dzielnica I Stare Miasto,"(50.05044367446196, 19.940028128277945)",wtorny,2024-01-17,2024
4972,WIOSENNA,6H,2_LOK,90.46,4.0,2.0,1809000,19998,17516,17838,18963,21176,14650,15707,6213,Dzielnica VII Zwierzyniec,"(50.06968700190796, 19.853059330848414)",wtorny,2025-08-08,2025
4973,LIBROWSZCZYZNA,3,25_LOK,47.21,2.0,4.0,1515000,32091,27171,23537,19904,19809,18996,18967,608,Dzielnica I Stare Miasto,"(50.05882734683432, 19.945931273766412)",pierwotny,2025-07-24,2025
4974,WACŁAWA LIPIŃSKIEGO,1A,26_LOK,25.69,1.0,7.0,513000,19969,17622,15775,14775,14347,14026,14055,3730,Dzielnica VIII Dębniki,"(50.0295711030249, 19.926110644920545)",wtorny,2025-07-25,2025
4975,WIDOK,2,36_LOK,44.4,4.0,4.0,640000,14414,13014,13916,17770,12047,14725,14683,2949,Dzielnica II Grzegórzki,"(50.06067881955417, 19.980236040840083)",wtorny,2025-07-29,2025
4976,GRZEGÓRZECKA,79C,106_LOK,63.43,3.0,3.0,919672,14499,15830,17583,17770,18145,17581,18375,2103,Dzielnica II Grzegórzki,"(50.05752964970864, 19.967604503310547)",pierwotny,2024-03-28,2024
4977,PRZEWÓZ,40d,1_LOK,40.4,2.0,1.0,555000,13738,13758,15072,14979,13008,15127,15114,4702,Dzielnica XIII Podgórze,"(50.0421711339793, 19.997051281173338)",wtorny,2024-03-18,2024
4978,STANISŁAWA LEMA,28,26_LOK,76.29,3.0,8.0,1199778,15727,14871,15875,13985,18552,18779,18888,3496,Dzielnica XIV Czyżyny,"(50.06875380985323, 19.986819219076974)",pierwotny,2024-01-26,2024
4979,OSIEDLE SZKOLNE,5,11_LOK,36.53,2.0,3.0,412000,11278,11204,12972,12842,11671,13203,12966,7902,Dzielnica XVIII Nowa Huta,"(50.075683189283836, 20.047484601611867)",wtorny,2024-03-05,2024
4980,PLAC JANA MATEJKI,9,9_8_LOK,27.81,2.0,2.0,475000,17080,18856,19380,19904,18856,18262,19203,652,Dzielnica I Stare Miasto,"(50.067555074428384, 19.942290946929276)",wtorny,2024-02-22,2024
4981,OSIEDLE TEATRALNE,31,31_2_LOK,42.45,3.0,1.0,510000,12014,13731,12132,12842,11713,12297,12627,6894,Dzielnica XVIII Nowa Huta,"(50.08000684761218, 20.031325508003313)",wtorny,2024-02-05,2024
4982,CZERWONE MAKI,45A,19_LOK,47.4,2.0,2.0,760000,16034,15449,13994,14775,15382,15421,14511,6471,Dzielnica VIII Dębniki,"(50.014439543394836, 19.88709793898236)",wtorny,2024-02-22,2024
4983,MARCINA BORELOWSKIEGO-LELEWELA,16,4_LOK,45.8,3.0,2.0,822500,17959,18293,15499,18963,14679,18470,18881,1439,Dzielnica VII Zwierzyniec,"(50.05491889062371, 19.922321248560184)",wtorny,2024-02-21,2024
4984,GRZEGÓRZECKA,69E,109_LOK,54.8,2.0,8.0,976536,17820,17456,17583,17770,23733,21419,18755,1971,Dzielnica II Grzegórzki,"(50.05537243881104, 19.964580135646525)",pierwotny,2024-09-12,2024
4985,GRZEGÓRZECKA,79,50_LOK,85.84,4.0,5.0,1279138,14901,16322,17583,17770,16813,17489,18125,2173,Dzielnica II Grzegórzki,"(50.057843544179114, 19.968730672727208)",pierwotny,2024-10-03,2024
4986,CENTRALNA,51,79_LOK,64.7,3.0,1.0,776400,12000,11065,11351,13985,10591,14574,15533,5133,Dzielnica XIV Czyżyny,"(50.06406062645832, 20.010747028932222)",pierwotny,2024-09-30,2024
4987,SZEROKA,27,2_LOK,62.09,3.0,,800000,12885,16498,18201,19904,18299,19020,18661,1331,Dzielnica I Stare Miasto,"(50.05158805342712, 19.948073920110417)",wtorny,2024-08-13,2024
4988,CENTRALNA,51,75_LOK,56.23,3.0,1.0,674760,12000,11065,11351,13985,10591,14574,15533,5133,Dzielnica XIV Czyżyny,"(50.06406062645832, 20.010747028932222)",pierwotny,2024-09-26,2024
4989,GRZEGÓRZECKA,69E,182_LOK,32.31,1.0,7.0,549270,17000,17456,17583,17770,23733,21419,18755,1971,Dzielnica II Grzegórzki,"(50.05537243881104, 19.964580135646525)",pierwotny,2024-08-27,2024
4990,GOŁAŚKA,37,50_LOK,62.1,4.0,5.0,773000,12448,12755,12669,13370,10548,13813,13197,5553,Dzielnica XI Podgórze Duchackie,"(50.01352918663873, 19.957443332326587)",wtorny,2024-11-21,2024
4991,TURNIEJOWA,59C,72_LOK,60.49,3.0,10.0,832056,13755,13416,13465,13370,15590,14240,13755,5768,Dzielnica XI Podgórze Duchackie,"(50.01192401098904, 19.959801663740937)",pierwotny,2024-10-07,2024
4992,ZAPOROSKA,3,6_LOK,37.58,1.0,2.0,480000,12773,13440,14108,14775,12403,13473,13484,7529,Dzielnica VIII Dębniki,"(50.00048776948652, 19.895297647757673)",wtorny,2025-12-29,2025
4993,TADEUSZA KOŚCIUSZKI,39,59_LOK,37.97,2.0,2.0,800000,21069,28372,22461,18963,14534,18876,18894,1565,Dzielnica VII Zwierzyniec,"(50.053879236866756, 19.921295380709136)",wtorny,2025-11-28,2025
4994,ŚLUSARSKA,5,25_LOK,35.94,1.0,6.0,800000,22259,19833,18904,14979,20135,19690,19095,2161,Dzielnica XIII Podgórze,"(50.049285728965714, 19.961824139496606)",wtorny,2025-12-19,2025
4995,DĄBROWSKIEGO,10A,15_LOK,51.68,2.0,2.0,1035964,20046,19583,18521,14979,18501,16174,17509,2312,Dzielnica XIII Podgórze,"(50.04576461228812, 19.959148915746688)",pierwotny,2025-12-11,2025
4996,BERKA JOSELEWICZA,12,32_LOK,44.61,3.0,3.0,775000,17373,18216,16798,19904,17663,18081,18522,982,Dzielnica I Stare Miasto,"(50.0544336711353, 19.945983484345394)",wtorny,2025-12-15,2025
4997,GRZEGÓRZECKA,69E,82_LOK,66.12,3.0,6.0,1359099,20555,17456,17583,17770,23733,21419,18755,1971,Dzielnica II Grzegórzki,"(50.05537243881104, 19.964580135646525)",pierwotny,2024-07-08,2024
4998,LUBOSTROŃ,37,39_LOK,46.27,2.0,6.0,700000,15129,14642,14310,14775,15672,14612,14700,6307,Dzielnica VIII Dębniki,"(50.01496398018665, 19.889959347619637)",wtorny,2024-07-18,2024
4999,MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,19,44_LOK,41.28,2.0,3.0,1150000,27859,21646,21602,19904,21646,20974,19771,736,Dzielnica I Stare Miasto,"(50.06039304895474, 19.92912538362544)",wtorny,2024-06-25,2024
5000,CZARNOWIEJSKA,9,31_LOK,23.61,1.0,6.0,600000,25413,24044,15732,19904,12644,17758,18153,979,Dzielnica I Stare Miasto,"(50.065655231018084, 19.926581062037368)",wtorny,2025-04-23,2025
5001,RYDLÓWKA,35,69_LOK,38.18,2.0,2.0,653200,17108,17212,16984,14979,17997,16156,16710,2860,Dzielnica XIII Podgórze,"(50.036649604955244, 19.93285692992186)",pierwotny,2025-03-14,2025
5002,ROMANA CIESIELSKIEGO,8A,129_LOK,65.04,3.0,3.0,653613,10049,12331,11933,13985,12331,15695,15020,5327,Dzielnica XIV Czyżyny,"(50.06175825755868, 20.013519298297133)",pierwotny,2025-03-12,2025
5003,MOGILSKA,130,155_LOK,100.45,4.0,1.0,1597932,15908,15590,16122,14766,23591,16695,17114,3162,Dzielnica III Prądnik Czerwony,"(50.07086780916086, 19.981098534793084)",pierwotny,2025-02-20,2025
5004,KOMUNY PARYSKIEJ,58A,M15_LOK,78.03,4.0,2.0,1160000,14866,14836,14623,14775,14321,13700,13799,7568,Dzielnica VIII Dębniki,"(50.001921730265025, 19.889562115563084)",wtorny,2025-04-23,2025
5005,MIERZEJA WIŚLANA,6B,20_LOK,68.38,4.0,5.0,1032953,15106,15764,15954,14979,14065,16072,16674,5413,Dzielnica XIII Podgórze,"(50.0352010612048, 20.002155697322863)",pierwotny,2025-02-14,2025
5006,MYŚLIWSKA,66E,94_LOK,43.79,3.0,3.0,485770,11093,12627,13300,14979,13800,13887,14431,4412,Dzielnica XIII Podgórze,"(50.04779731672411, 19.9966000162485)",pierwotny,2025-02-04,2025
5007,ANNY SZWED-ŚNIADOWSKIEJ,42,56_LOK,46.44,1.0,4.0,650000,13997,13467,13647,14775,13669,13080,13209,7837,Dzielnica VIII Dębniki,"(49.99623794594066, 19.899897572997133)",wtorny,2025-02-18,2025
5008,OSIEDLE KOLOROWE,25,21_LOK,54.37,3.0,6.0,680000,12507,12618,13181,12842,11485,12903,13832,5919,Dzielnica XVIII Nowa Huta,"(50.07367851686047, 20.019820851641622)",wtorny,2025-01-09,2025
5009,WIELICKA,57E,34_LOK,51.19,3.0,3.0,1012000,19769,18968,15284,14979,16441,16313,15499,3377,Dzielnica XIII Podgórze,"(50.036490994524776, 19.964534577819176)",wtorny,2025-01-17,2025
5010,CHMIELENIEC,2a,14_LOK,69.86,4.0,4.0,982300,14061,13753,13234,14775,13650,13645,13805,5593,Dzielnica VIII Dębniki,"(50.01942873144821, 19.897611787950275)",wtorny,2024-11-26,2024
5011,MYŚLIWSKA,55B,97_LOK,77.52,4.0,6.0,779759,10059,11241,13300,14979,16980,14896,15123,4661,Dzielnica XIII Podgórze,"(50.043167337901274, 19.997211298913317)",pierwotny,2024-11-22,2024
5012,MYŚLIWSKA,55B,63_LOK,30.44,2.0,2.0,340760,11194,11241,13300,14979,16980,14896,15123,4661,Dzielnica XIII Podgórze,"(50.043167337901274, 19.997211298913317)",pierwotny,2024-11-20,2024
5013,CZERWONE MAKI,45A,10_LOK,69.77,4.0,2.0,1030000,14763,15449,13994,14775,15382,15421,14511,6471,Dzielnica VIII Dębniki,"(50.014439543394836, 19.88709793898236)",wtorny,2024-01-04,2024
5014,RAKOWICKA,20L,252_LOK,44.46,2.0,1.0,674195,15164,17147,18228,19904,22818,21451,20438,1236,Dzielnica I Stare Miasto,"(50.07044347758845, 19.950451407350506)",pierwotny,2024-10-23,2024
5015,RAKOWICKA,20L,260_LOK,45.64,2.0,3.0,693124,15187,17147,18228,19904,22818,21451,20438,1236,Dzielnica I Stare Miasto,"(50.07044347758845, 19.950451407350506)",pierwotny,2024-10-23,2024
5016,DR. JANA PILTZA,24,3_LOK,25.65,1.0,1.0,363000,14152,13810,14018,14775,16083,14274,14424,6803,Dzielnica VIII Dębniki,"(50.009553121919645, 19.890295494328228)",pierwotny,2024-08-09,2024
5017,RYDLÓWKA,17,6_LOK,38.82,2.0,2.0,542610,13978,15056,16984,14979,17357,16282,16510,2953,Dzielnica XIII Podgórze,"(50.03558190715783, 19.935904450919953)",pierwotny,2024-08-12,2024
5018,MACIEJA DĘBSKIEGO,49,8_LOK,48.45,2.0,4.0,615000,12693,12770,13365,12922,13373,13202,13227,8564,Dzielnica X Swoszowice,"(49.98836239368252, 19.904266139324477)",wtorny,2024-07-18,2024
5019,BORKOWSKA,29A,7_LOK,37.99,2.0,1.0,520000,13688,13219,13656,12922,15502,13704,13078,7144,Dzielnica X Swoszowice,"(50.001912912876705, 19.90395294789221)",wtorny,2024-08-10,2024
5020,KAROLA BUNSCHA,14B,24_LOK,38.17,2.0,3.0,585700,15345,14600,14841,14775,13844,14871,15160,6520,Dzielnica VIII Dębniki,"(50.01549272926464, 19.883727545196912)",pierwotny,2024-07-12,2024
5021,RÓŻANA,21,18_LOK,20.95,1.0,1.0,469000,22387,22165,18470,14775,15390,17325,18943,1504,Dzielnica VIII Dębniki,"(50.050458055503135, 19.92829995673956)",wtorny,2024-07-10,2024
5022,RAKOWICKA,11a,M10_LOK,33.77,3.0,1.0,595000,17619,17485,18228,17770,18294,18323,18993,1058,Dzielnica II Grzegórzki,"(50.066380269220616, 19.95226450138327)",wtorny,2024-10-31,2024
5023,KAROLA BUNSCHA,14A,13_LOK,41.01,2.0,2.0,589000,14362,14636,14841,14775,15639,15457,15329,6469,Dzielnica VIII Dębniki,"(50.01561530721776, 19.88465463297444)",pierwotny,2024-09-11,2024
5024,OBOZOWA,54,9_LOK,46.73,2.0,3.0,656556,14050,13113,13357,14142,14928,14004,13753,5630,Dzielnica IX Łagiewniki-Borek Fałęcki,"(50.01546398469348, 19.908268294033224)",pierwotny,2024-09-11,2024
5025,TADEUSZA ROMANOWICZA,6B,179_LOK,27.95,1.0,2.0,426450,15258,17717,17076,14979,17717,17490,17416,2481,Dzielnica XIII Podgórze,"(50.04660529725879, 19.964078427868063)",pierwotny,2024-07-26,2024
5026,TADEUSZA ROMANOWICZA,6B,204_LOK,46.73,2.0,3.0,1388850,29721,17717,17076,14979,17717,17490,17416,2481,Dzielnica XIII Podgórze,"(50.04660529725879, 19.964078427868063)",pierwotny,2024-07-26,2024
5027,TADEUSZA ROMANOWICZA,6B,192_LOK,40.19,2.0,3.0,1179900,29358,17717,17076,14979,17717,17490,17416,2481,Dzielnica XIII Podgórze,"(50.04660529725879, 19.964078427868063)",pierwotny,2024-07-26,2024
5028,TADEUSZA ROMANOWICZA,6B,200_LOK,55.99,3.0,3.0,864600,15442,17717,17076,14979,17717,17490,17416,2481,Dzielnica XIII Podgórze,"(50.04660529725879, 19.964078427868063)",pierwotny,2024-07-26,2024
5029,TADEUSZA ROMANOWICZA,6B,176_LOK,39.89,2.0,2.0,618000,15493,17717,17076,14979,17717,17490,17416,2481,Dzielnica XIII Podgórze,"(50.04660529725879, 19.964078427868063)",pierwotny,2024-07-26,2024
5030,GRZEGÓRZECKA,69E,42_LOK,32.65,1.0,3.0,522400,16000,17456,17583,17770,23733,21419,18755,1971,Dzielnica II Grzegórzki,"(50.05537243881104, 19.964580135646525)",pierwotny,2024-07-05,2024
5031,ŁOBZOWSKA,26,1000_LOK,40.6,3.0,1.0,568400,14000,17012,18653,19904,16824,17350,17343,874,Dzielnica I Stare Miasto,"(50.0688504034506, 19.9329103161383)",pierwotny,2024-05-21,2024
5032,PRZEMYSŁOWA,13,37_LOK,66.4,2.0,2.0,945000,14232,17905,18233,14979,19085,19700,18734,2144,Dzielnica XIII Podgórze,"(50.049059554303426, 19.961193047833994)",wtorny,2025-11-21,2025
5033,MYŚLIWSKA,66D,63_LOK,41.84,2.0,4.0,581514,13899,13643,13300,14979,14151,13955,14512,4418,Dzielnica XIII Podgórze,"(50.04723661971507, 19.996358984908376)",pierwotny,2025-10-20,2025
5034,KOBIERZYŃSKA,65,9_LOK,85.16,4.0,3.0,1000000,11743,12753,14819,14775,11913,13754,14190,3976,Dzielnica VIII Dębniki,"(50.02920524345482, 19.917132810064547)",wtorny,2025-11-13,2025
5035,RYNEK GŁÓWNY,46,7_LOK,134.57,2.0,5.0,4000000,29724,28703,24303,19904,27957,23656,22129,39,Dzielnica I Stare Miasto,"(50.062409839128286, 19.93896986224155)",wtorny,2025-10-14,2025
5036,BORKOWSKA,15,3_LOK,27.71,1.0,1.0,390000,14074,13690,13656,12922,13725,13493,13793,6835,Dzielnica X Swoszowice,"(50.004623246320406, 19.90503117233883)",wtorny,2025-10-14,2025
5037,SKOWRONIA,3J,8_LOK,42.41,2.0,2.0,719000,16954,16803,16709,13370,16035,15361,14787,4598,Dzielnica XI Podgórze Duchackie,"(50.025182726654194, 19.96815636645914)",wtorny,2025-09-30,2025
